,Title,Runtime (mins),Year,Release Date,IMDb Rating,Num Votes,Rotten Tomatoes Rating,Metascore,Box Office
7411,The Adventures of Milo and Otis,76 min,1986,25 Aug 1989,7.1,"9,892",80%,N/A,N/A
7412,Code Unknown,118 min,2000,15 Nov 2000,7.2,"10,573",74%,74,N/A
7413,The Wind and the Lion,119 min,1975,26 Jun 1975,7.0,"7,488",75%,N/A,N/A
7414,The Friends of Eddie Coyle,102 min,1973,27 Jun 1973,7.5,"7,430",100%,N/A,N/A
7415,Un Flic,98 min,1972,N/A,7.1,"5,979",78%,72,"$48,040"
7416,Beat Street,105 min,1984,08 Jun 1984,6.5,"3,105",50%,68,N/A
7417,Red Scorpion,105 min,1988,21 Apr 1989,5.1,"7,668",9%,N/A,N/A
7418,City of Joy,132 min,1992,17 Apr 1992,6.4,"4,415",56%,N/A,N/A
7419,The Adventures of Elmo in Grouchland,73 min,1999,01 Oct 1999,5.9,"2,587",77%,59,N/A
7420,Songcatcher,109 min,2000,27 Jul 2001,7.3,"3,049",74%,63,"$1,634,064"
7421,Jesus' Son,107 min,1999,07 Jul 2000,7.0,"6,629",81%,76,N/A
7422,Fist of the North Star,103 min,1995,22 Apr 1995,3.9,"2,829",N/A,N/A,N/A
7423,Subspecies,90 min,1991,08 Aug 1991,5.7,"2,962",83%,N/A,N/A
7424,Thrashin',93 min,1986,29 Aug 1986,6.7,"3,227",N/A,54,N/A
7425,Another Woman,81 min,1988,18 Nov 1988,7.4,"11,689",65%,N/A,N/A
7426,Deadly Blessing,100 min,1981,14 Aug 1981,5.5,"4,292",17%,56,N/A
7427,House of the Long Shadows,100 min,1983,01 Apr 1984,6.4,"2,631",N/A,N/A,N/A
7428,A Doll's House,105 min,1973,10 Apr 1973,6.5,914,N/A,N/A,N/A
7429,The Train Robbers,92 min,1973,07 Feb 1973,6.5,"4,723",33%,N/A,N/A
7430,The Harder They Come,120 min,1972,05 Aug 1977,7.0,"4,886",90%,N/A,N/A
7431,Grand Theft Auto,84 min,1977,16 Jun 1977,5.4,"2,353",23%,N/A,N/A
7432,La Cage aux Folles,97 min,1978,30 Mar 1979,7.3,"8,878",100%,N/A,N/A
7433,Joy of Sex,93 min,1984,03 Aug 1984,3.5,592,N/A,N/A,N/A
7434,Up the Creek,96 min,1984,06 Apr 1984,5.6,"2,680",N/A,N/A,N/A
7435,Fire with Fire,103 min,1986,09 May 1986,6.6,"1,379",N/A,N/A,N/A
7436,Hiding Out,98 min,1987,06 Nov 1987,6.4,"2,843",33%,47,N/A
7437,The Cat's Meow,114 min,2001,03 May 2002,6.4,"7,349",75%,63,"$3,176,936"
7438,Rumpelstiltskin,87 min,1995,24 Nov 1995,4.5,"2,057",N/A,N/A,N/A
7439,Mrs Dalloway,97 min,1997,20 Feb 1998,6.8,"3,275",71%,N/A,N/A
7440,Millennium,108 min,1989,25 Aug 1989,5.7,"5,606",11%,N/A,N/A
7441,The Dark Side of the Sun,101 min,1988,21 Dec 1988,5.5,"3,113",N/A,N/A,N/A
7442,The Dead,83 min,1987,18 Dec 1987,7.4,"6,426",93%,N/A,N/A
7443,The Adventures of Mark Twain,86 min,1985,26 Jul 1985,7.5,"2,287",80%,N/A,N/A
7444,The Final Option,125 min,1982,16 Sep 1983,6.3,"2,514",N/A,N/A,N/A
7445,The Mirror Crack'd,105 min,1980,19 Dec 1980,6.2,"6,094",71%,N/A,N/A
7446,Alice's Adventures in Wonderland,95 min,1972,22 Dec 1972,5.8,"1,383",N/A,N/A,N/A
7447,The Day of the Locust,144 min,1975,08 Aug 1975,7.1,"4,306",64%,N/A,N/A
7448,Caged Heat,83 min,1974,14 Jun 1975,5.3,"1,801",83%,N/A,N/A
7449,Cannery Row,120 min,1982,12 Feb 1982,6.6,"3,109",80%,N/A,N/A
7450,The End,100 min,1978,10 May 1978,6.2,"3,264",62%,46,N/A
7451,Roller Boogie,103 min,1979,21 Dec 1979,4.4,"1,401",0%,N/A,N/A
7452,The Heavenly Kid,90 min,1985,26 Jul 1985,6.3,"3,751",22%,30,N/A
7453,Crimes of the Heart,105 min,1986,23 Jan 1987,6.4,"3,336",81%,N/A,N/A
7454,Stanley & Iris,104 min,1990,09 Feb 1990,6.3,"6,474",29%,N/A,N/A
7455,Posse,111 min,1993,14 May 1993,5.5,"3,683",29%,N/A,N/A
7456,The Specials,82 min,2000,18 Sep 2000,5.9,"2,106",47%,38,N/A
7457,Kissed,78 min,1996,11 Apr 1997,6.5,"3,355",70%,N/A,N/A
7458,The Sum of Us,100 min,1994,08 Mar 1995,7.3,"4,796",67%,N/A,N/A
7459,Ski School,95 min,1990,11 Jan 1991,5.1,"2,905",N/A,N/A,N/A
7460,Trancers,76 min,1984,22 May 1985,6.1,"4,752",83%,N/A,N/A
7461,10 to Midnight,101 min,1983,11 Mar 1983,6.3,"5,704",38%,12,N/A
7462,Revenge of the Ninja,90 min,1983,16 Sep 1983,6.1,"3,899",N/A,N/A,N/A
7463,White Dog,90 min,1982,07 Jul 1982,7.1,"7,775",92%,N/A,N/A
7464,Gregory's Girl,91 min,1980,26 May 1982,7.1,"6,857",94%,N/A,N/A
7465,Hennessy,103 min,1975,22 Aug 1975,6.0,389,N/A,N/A,N/A
7466,Shout at the Devil,150 min,1976,N/A,6.3,"2,258",60%,N/A,N/A
7467,Audrey Rose,113 min,1977,06 Apr 1977,5.8,"5,028",46%,N/A,N/A
7468,Masquerade,91 min,1988,11 Mar 1988,6.0,"2,952",47%,N/A,N/A
7469,Lambada,104 min,1990,16 Mar 1990,3.3,908,N/A,N/A,N/A
7470,Carpool,89 min,1996,23 Aug 1996,4.9,"4,135",13%,15,N/A
7471,The Golden Bowl,130 min,2000,25 May 2001,6.0,"4,057",53%,62,"$2,178,448"
7472,Crime Spree,105 min,2003,16 Apr 2003,6.6,"5,091",43%,N/A,N/A
7473,How to Get Ahead in Advertising,90 min,1989,29 Mar 1990,7.0,"5,030",57%,N/A,N/A
7474,Clockwise,96 min,1986,10 Oct 1986,6.6,"10,310",80%,N/A,N/A
7475,The Brother from Another Planet,108 min,1984,08 Nov 1984,6.8,"5,164",88%,N/A,N/A
7476,Nomads,91 min,1986,07 Mar 1986,5.5,"3,436",22%,N/A,N/A
7477,The Sea Wolves,120 min,1980,05 Jun 1981,6.3,"3,512",N/A,N/A,N/A
7478,The Food of the Gods,88 min,1976,18 Jun 1976,4.4,"3,164",24%,N/A,N/A
7479,The Teacher,98 min,1974,03 Jun 1976,4.8,769,N/A,N/A,N/A
7480,Juggernaut,109 min,1974,25 Sep 1974,6.6,"4,396",N/A,N/A,N/A
7481,The Serpent's Egg,119 min,1977,15 Feb 1978,6.7,"4,516",25%,N/A,N/A
7482,The Man Who Loved Women,120 min,1977,27 Apr 1977,7.5,"5,497",90%,N/A,N/A
7483,Lisa and the Devil,95 min,1973,08 Dec 1976,6.4,"3,448",62%,N/A,N/A
7484,Hercules,98 min,1983,26 Aug 1983,3.8,"3,161",25%,N/A,N/A
7485,Haunted Honeymoon,82 min,1986,25 Jul 1986,5.6,"6,193",20%,N/A,N/A
7486,My Chauffeur,97 min,1986,24 Jan 1986,5.6,"1,627",N/A,N/A,N/A
7487,Standing Ovation,105 min,2010,16 Jul 2010,3.3,658,6%,22,"$531,806"
7488,Disco Pigs,93 min,2001,12 Oct 2001,6.8,"4,032",20%,N/A,N/A
7489,The Experts,94 min,1989,13 Jan 1989,4.7,"2,086",N/A,N/A,N/A
7490,Knight Moves,116 min,1992,22 Jan 1993,6.1,"7,121",20%,N/A,N/A
7491,Ski Patrol,91 min,1990,12 Jan 1990,5.4,"3,066",N/A,N/A,N/A
7492,The Belly of an Architect,119 min,1987,16 Oct 1987,7.0,"4,837",91%,N/A,N/A
7493,Crawlspace,80 min,1986,21 May 1986,5.3,"2,683",9%,N/A,N/A
7494,Empire of the Ants,89 min,1977,01 Jul 1977,4.1,"3,911",0%,N/A,N/A
7495,Mame,132 min,1974,27 Mar 1974,6.0,"2,387",29%,N/A,N/A
7496,Squirm,92 min,1976,30 Jul 1976,4.6,"4,738",36%,N/A,N/A
7497,Embryo,104 min,1976,21 May 1976,5.0,"1,116",N/A,N/A,N/A
7498,Deranged: Confessions of a Necrophile,84 min,1974,01 Feb 1974,6.5,"3,916",40%,N/A,N/A
7499,The Incredible Melting Man,84 min,1977,01 Dec 1977,3.9,"3,697",7%,N/A,N/A
7500,Superchick,94 min,1973,01 Sep 1973,3.3,418,N/A,N/A,N/A
7501,Across 110th Street,102 min,1972,23 Mar 1973,7.0,"4,274",80%,N/A,N/A
7502,Inserts,117 min,1975,13 Feb 1976,6.3,"1,296",86%,N/A,N/A
7503,The Black Stallion Returns,103 min,1983,25 Mar 1983,5.9,"1,818",N/A,34,N/A
7504,Nora,106 min,2000,21 Apr 2000,6.1,"1,503",64%,70,N/A
7505,Dinner Rush,99 min,2000,29 Mar 2002,7.3,"4,634",91%,79,N/A
7506,Joshua,91 min,2002,19 Apr 2002,6.8,"1,650",22%,38,N/A
7507,Interview with the Assassin,88 min,2002,09 May 2002,6.6,"1,712",66%,60,N/A
7508,Carnosaur,83 min,1993,21 May 1993,3.5,"3,445",11%,N/A,N/A
7509,Wish You Were Here,88 min,1987,24 Jul 1987,6.8,"2,363",83%,N/A,N/A
7510,Stormy Monday,93 min,1988,01 May 1988,6.3,"3,284",73%,N/A,N/A
7511,Crossing Delancey,97 min,1988,16 Sep 1988,6.9,"3,186",91%,N/A,N/A
7512,Absolute Beginners,108 min,1986,18 Apr 1986,5.6,"2,870",78%,N/A,N/A
7513,Captain Kronos - Vampire Hunter,91 min,1974,14 Jun 1974,6.6,"3,555",N/A,N/A,N/A
7514,Track of the Moon Beast,90 min,1976,01 Jun 1976,2.2,"3,185",N/A,N/A,N/A
7515,Invasion of the Bee Girls,86 min,1973,01 Jun 1973,5.0,"2,151",43%,N/A,N/A
7516,Child's Play,100 min,1972,01 Jun 1973,6.0,822,N/A,N/A,N/A
7517,Landscape in the Mist,127 min,1988,10 Sep 1988,8.0,"5,887",75%,N/A,N/A
7518,Battle Ground 625,133 min,2005,04 Aug 2005,7.7,"6,090",86%,N/A,N/A
7519,A Pure Formality,108 min,1994,26 May 1995,7.8,"8,743",80%,N/A,N/A
7520,Prisoner of the Mountains,99 min,1996,31 Jan 1997,7.6,"3,893",88%,N/A,N/A
7521,When the Last Sword Is Drawn,143 min,2002,18 Jan 2003,7.6,"4,388",N/A,N/A,N/A
7522,A Time for Drunken Horses,80 min,2000,13 Sep 2000,7.7,"6,336",85%,78,N/A
7523,Undertow,97 min,2009,16 Apr 2010,7.7,"5,928",90%,76,"$38,559"
7524,Pauline at the Beach,95 min,1983,23 Mar 1983,7.4,"5,789",100%,N/A,N/A
7525,Friend,113 min,2001,31 Mar 2001,7.4,"4,320",N/A,N/A,N/A
7526,Bread and Tulips,114 min,2000,02 Nov 2001,7.4,"8,285",71%,68,"$3,449,764"
7527,Exiled,110 min,2006,19 Oct 2006,7.3,"7,852",80%,73,N/A
7528,Mostly Martha,109 min,2001,27 Sep 2002,7.3,"7,461",92%,72,"$4,041,973"
7529,Pushing Hands,105 min,1991,07 Dec 1991,7.3,"3,186",N/A,N/A,N/A
7530,The Secret Reunion,117 min,2010,04 Feb 2010,7.0,"3,179",N/A,N/A,N/A
7531,Things Behind the Sun,120 min,2001,24 Jan 2001,7.2,"1,211",100%,N/A,N/A
7532,The Iceman Cometh,239 min,1973,10 Nov 1973,7.4,"1,239",89%,N/A,N/A
7533,Breeders,77 min,1986,01 May 1986,3.5,"1,799",N/A,N/A,N/A
7534,The Harrad Experiment,97 min,1973,11 May 1973,4.6,619,N/A,N/A,N/A
7535,Scream Blacula Scream,96 min,1973,27 Jun 1973,5.7,"1,929",29%,N/A,N/A
7536,The Nine Lives of Fritz the Cat,77 min,1974,18 Sep 1974,5.4,"2,362",43%,N/A,N/A
7537,Thieves Like Us,123 min,1974,03 Jun 1974,7.1,"3,750",89%,N/A,N/A
7538,At the Earth's Core,89 min,1976,01 Jul 1976,5.2,"3,771",33%,N/A,N/A
7539,J.D.'s Revenge,96 min,1976,25 Aug 1976,6.0,818,N/A,N/A,N/A
7540,Je t'aime moi non plus,89 min,1976,10 Mar 1976,6.2,"1,506",N/A,N/A,N/A
7541,Small Change,104 min,1976,17 Mar 1976,7.7,"4,746",93%,N/A,"$32,660"
7542,Who'll Stop the Rain,126 min,1978,08 Sep 1978,6.8,"2,255",78%,N/A,N/A
7543,The Shout,86 min,1978,16 Jun 1978,6.7,"3,134",82%,N/A,N/A
7544,The Tempest,95 min,1979,01 May 1980,6.5,877,80%,N/A,N/A
7545,Creator,107 min,1985,20 Sep 1985,6.2,"2,784",33%,N/A,N/A
7546,The Mean Season,103 min,1985,15 Feb 1985,6.1,"3,069",57%,N/A,N/A
7547,Rabid Dogs,96 min,1974,25 Feb 1998,7.6,"3,655",78%,N/A,N/A
7548,The Resurrected,108 min,1991,26 Mar 1993,6.4,"3,187",N/A,N/A,N/A
7549,The Horror Show,95 min,1989,28 Apr 1989,4.9,"3,019",0%,N/A,N/A
7550,Eddie and the Cruisers II: Eddie Lives!,104 min,1989,18 Aug 1989,6.2,"2,467",N/A,N/A,N/A
7551,Diary of a Hitman,90 min,1991,20 Nov 1991,5.4,"1,471",N/A,N/A,N/A
7552,Scissors,105 min,1991,22 Mar 1991,5.2,"2,268",N/A,N/A,N/A
7553,The Whales of August,90 min,1987,19 Aug 1987,7.5,"3,865",56%,N/A,N/A
7554,The Coca-Cola Kid,98 min,1985,14 Jul 1985,6.0,"2,676",44%,N/A,N/A
7555,Gold,120 min,1974,16 Oct 1974,5.8,"1,730",N/A,N/A,N/A
7556,Raw Meat,87 min,1972,14 Sep 1973,6.0,"3,148",91%,N/A,N/A
7557,Don't Look in the Basement,89 min,1973,01 Sep 1973,5.2,"2,531",N/A,N/A,N/A
7558,Smile,113 min,1975,28 Mar 1977,7.2,"1,874",100%,N/A,N/A
7559,Heavy Traffic,77 min,1973,17 Nov 1973,6.7,"2,525",89%,N/A,N/A
7560,Massacre at Central High,87 min,1976,01 Sep 1976,6.2,"1,406",71%,N/A,N/A
7561,Messiah of Evil,90 min,1973,02 May 1973,6.5,"2,566",N/A,N/A,N/A
7562,The Outside Man,104 min,1972,01 Jan 1973,6.6,727,N/A,N/A,N/A
7563,Rancho Deluxe,93 min,1975,14 Mar 1975,6.4,"1,420",69%,N/A,N/A
7564,The Wilby Conspiracy,105 min,1975,01 Aug 1975,6.4,"1,544",N/A,57,N/A
7565,The Klansman,112 min,1974,25 Oct 1974,5.1,"1,140",N/A,N/A,N/A
7566,Lady Frankenstein,99 min,1971,01 Oct 1973,5.0,"1,531",N/A,N/A,N/A
7567,The Romantic Englishwoman,116 min,1975,26 Nov 1975,6.3,"1,027",N/A,N/A,N/A
7568,Le Sauvage,107 min,1975,01 Apr 1977,6.7,"1,358",N/A,N/A,N/A
7569,Bobbie Jo and the Outlaw,88 min,1976,N/A,5.3,552,N/A,N/A,N/A
7570,International Velvet,127 min,1978,01 Sep 1978,5.8,"1,244",N/A,N/A,N/A
7571,Romantic Comedy,103 min,1983,07 Oct 1983,5.2,694,N/A,N/A,N/A
7572,Staying Together,91 min,1989,10 Nov 1989,6.3,637,80%,N/A,N/A
7573,Sprung,105 min,1997,14 May 1997,5.0,906,22%,N/A,N/A
7574,Cold Sweat,94 min,1970,01 Jun 1974,5.9,"1,803",N/A,N/A,N/A
7575,Howling III,94 min,1987,13 Nov 1987,3.2,"3,969",17%,N/A,N/A
7576,Scarecrows,83 min,1988,26 Mar 1991,5.5,"4,124",38%,N/A,N/A
7577,Jack's Back,97 min,1988,06 May 1988,5.9,"2,221",60%,N/A,N/A
7578,Trip with the Teacher,91 min,1975,01 Mar 1975,4.1,"1,127",N/A,N/A,N/A
7579,Act of Vengeance,90 min,1974,18 Aug 1974,5.6,575,N/A,N/A,N/A
7580,Absolution,95 min,1978,N/A,6.5,954,N/A,N/A,N/A
7581,The Water Babies,92 min,1978,N/A,6.1,"1,070",N/A,N/A,N/A
7582,Tentacles,102 min,1977,15 Jun 1977,3.6,"2,761",0%,N/A,N/A
7583,Drum,110 min,1976,27 Aug 1976,5.3,669,N/A,N/A,N/A
7584,The Pom Pom Girls,89 min,1976,01 May 1976,5.0,848,N/A,N/A,N/A
7585,The Apprenticeship of Duddy Kravitz,120 min,1974,11 Apr 1974,6.9,"1,681",100%,N/A,N/A
7586,Rosebud,126 min,1975,24 Mar 1975,5.1,586,40%,N/A,N/A
7587,Crazy Mama,83 min,1975,01 Jun 1975,5.7,458,88%,N/A,N/A
7588,Deadhead Miles,93 min,1973,N/A,5.5,164,N/A,N/A,N/A
7589,Tales That Witness Madness,90 min,1973,31 Oct 1973,5.7,"1,112",N/A,N/A,N/A
7590,Chino,97 min,1973,14 Sep 1973,6.1,"1,365",N/A,N/A,N/A
7591,Au Pair Girls,86 min,1972,01 May 1973,5.0,556,N/A,N/A,N/A
7592,The Asphyx,83 min,1972,01 Feb 1973,6.3,"1,672",67%,N/A,N/A
7593,Prison Girls,93 min,1972,22 Nov 1972,3.8,327,N/A,N/A,N/A
7594,The Man in the Glass Booth,117 min,1975,27 Jan 1975,7.4,923,N/A,N/A,N/A
7595,Cockfighter,83 min,1974,01 Aug 1974,7.3,"1,632",N/A,N/A,N/A
7596,Lovin' Molly,98 min,1974,14 Apr 1974,5.8,396,N/A,N/A,N/A
7597,Where the Lilies Bloom,98 min,1974,10 Dec 1975,7.3,512,N/A,N/A,N/A
7598,Ginger in the Morning,90 min,1974,01 Jul 1974,5.3,213,N/A,N/A,N/A
7599,Welcome to L.A.,106 min,1976,28 Apr 1978,6.1,750,N/A,N/A,N/A
7600,"China 9, Liberty 37",102 min,1978,04 Aug 1978,6.1,804,N/A,N/A,N/A
7601,Last Embrace,102 min,1979,04 May 1979,6.1,"2,192",29%,N/A,N/A
7602,Eagle's Wing,111 min,1979,01 May 1980,5.9,601,N/A,N/A,N/A
7603,Jinxed!,103 min,1982,22 Oct 1982,4.5,841,N/A,N/A,N/A
7604,The Man Who Wasn't There,111 min,1983,12 Aug 1983,3.7,460,N/A,N/A,N/A
7605,Until September,95 min,1984,21 Sep 1984,5.9,536,0%,N/A,N/A
7606,The Fourth War,91 min,1990,23 Mar 1990,5.7,"1,232",78%,57,N/A
7607,Jeremy,90 min,1973,21 Jun 1973,7.0,609,N/A,N/A,N/A
7608,Cannibal Girls,84 min,1973,01 Apr 1973,4.6,772,N/A,N/A,N/A
7609,Henry VIII and His Six Wives,125 min,1972,01 Feb 1973,7.1,654,N/A,N/A,N/A
7610,Harry in Your Pocket,103 min,1973,18 Oct 1973,6.4,907,N/A,N/A,N/A
7611,UFO: Target Earth,80 min,1974,01 Sep 1974,2.4,288,N/A,N/A,N/A
7612,Cops and Robbers,89 min,1973,17 Aug 1973,6.3,620,N/A,N/A,N/A
7613,Rulers of the City,85 min,1976,01 Sep 1977,6.1,678,N/A,N/A,N/A
7614,Citizens Band,98 min,1977,13 Nov 1981,6.7,530,100%,N/A,N/A
7615,C.H.O.M.P.S.,89 min,1979,21 Dec 1979,4.8,631,N/A,N/A,N/A
7616,Fighting Back,98 min,1982,21 May 1982,6.1,374,20%,N/A,N/A
7617,A New Life,104 min,1988,25 Mar 1988,5.8,395,29%,N/A,N/A
7618,Livin' Large!,96 min,1991,20 Sep 1991,5.0,414,N/A,N/A,N/A
7619,The Adventures of Gerard,92 min,1970,03 Jul 1970,4.9,233,N/A,N/A,N/A
7620,Iqbal,132 min,2005,20 Jan 2006,8.2,"13,143",N/A,N/A,N/A
7621,Marathon,117 min,2005,27 Jan 2005,7.8,"2,026",N/A,N/A,N/A
7622,Buffet Froid,89 min,1979,19 Dec 1979,7.6,"4,229",N/A,N/A,N/A
7623,Swimming to Cambodia,85 min,1987,01 Apr 1987,7.7,"1,817",100%,68,N/A
7624,Autumn Spring,100 min,2001,27 Sep 2001,7.6,"1,594",97%,68,N/A
7625,Abhimaan,122 min,1973,27 Jul 1973,8.0,"2,262",N/A,N/A,N/A
7626,Crying Fist,134 min,2005,01 Apr 2005,7.4,"2,497",N/A,N/A,N/A
7627,Les bronzés font du ski,90 min,1979,22 Nov 1979,7.5,"6,671",N/A,N/A,N/A
7628,Together with You,116 min,2002,13 Jun 2003,7.4,"4,049",73%,60,"$1,018,149"
7629,Zero Kelvin,113 min,1995,27 Nov 1996,7.4,"1,674",N/A,N/A,N/A
7630,Times and Winds,111 min,2006,11 Jan 2008,7.4,"3,454",88%,N/A,N/A
7631,Bal-Can-Can,89 min,2005,11 Oct 2005,7.7,"2,247",N/A,N/A,N/A
7632,Five Fingers of Death,104 min,1972,21 Mar 1973,7.2,"2,530",N/A,N/A,N/A
7633,My Favorite Season,127 min,1993,19 Apr 1996,7.3,"1,637",92%,N/A,N/A
7634,Technotise: Edit & I,100 min,2009,08 Apr 2009,7.5,"2,831",N/A,N/A,N/A
7635,Late Marriage,102 min,2001,28 Jun 2002,7.2,"2,858",88%,82,"$1,188,608"
7636,Chinese Odyssey 2002,97 min,2002,06 Feb 2002,7.1,"2,149",N/A,N/A,N/A
7637,Home Room,133 min,2002,12 Apr 2002,7.3,"3,073",55%,43,N/A
7638,A Tale of Springtime,108 min,1990,04 Apr 1990,7.4,"2,901",91%,N/A,N/A
7639,The Street Fighter,91 min,1974,01 Nov 1974,7.1,"3,901",80%,N/A,N/A
7640,Little Dorrit,357 min,1987,21 Oct 1988,7.5,886,N/A,N/A,N/A
7641,High Tide,101 min,1987,30 Jul 1987,7.3,692,88%,N/A,N/A
7642,A Year of the Quiet Sun,106 min,1984,25 Feb 1985,7.3,804,73%,N/A,N/A
7643,Beneath Clouds,90 min,2002,23 May 2002,7.1,851,N/A,N/A,N/A
7644,Lilian's Story,94 min,1996,25 Sep 1998,6.9,213,N/A,N/A,N/A
7645,Countryman,102 min,1982,05 Jul 1982,7.0,416,N/A,N/A,N/A
7646,Thieves,92 min,1977,29 May 1978,5.4,90,N/A,N/A,N/A
7647,Zero to Sixty,101 min,1978,01 Jun 1978,5.0,151,N/A,N/A,N/A
7648,The Beverages,83 min,2008,22 May 2008,7.8,15,N/A,N/A,N/A
7649,The Comedian at The Friday,93 min,2010,09 Jun 2011,6.6,22,N/A,N/A,N/A
7650,The Scrapper,N/A,2012,27 Feb 2012,7.0,22,N/A,N/A,N/A
7651,Attack of La Niña,73 min,2011,N/A,7.7,61,N/A,N/A,N/A
7652,Sk8 Life,85 min,2006,N/A,5.8,38,N/A,N/A,N/A
7653,The Fall of '55,82 min,2006,10 Jun 2006,6.1,34,N/A,N/A,N/A
7654,Cathedral Park,80 min,2007,01 Apr 2007,7.6,39,N/A,N/A,N/A
7655,A Jersey Christmas,81 min,2008,27 Sep 2008,5.2,48,N/A,N/A,N/A
7656,Best Day Ever: Aiden Kesler 1994-2011,78 min,2011,N/A,5.9,16,N/A,N/A,N/A
7657,Encounters,83 min,2005,15 Apr 2005,7.4,26,N/A,N/A,N/A
7658,Blue Ridge,90 min,2014,20 Jun 2014,6.1,147,N/A,N/A,N/A
7659,Norm Macdonald: Me Doing Standup,61 min,2011,14 Jun 2011,7.9,644,N/A,N/A,N/A
7660,Chillicothe,92 min,1999,01 Jan 1999,6.7,192,N/A,N/A,N/A
7661,Underworld,121 min,2003,19 Sep 2003,7.0,"239,461",31%,42,"$51,483,949"
7662,Goodfellas,146 min,1990,21 Sep 1990,8.7,"903,745",96%,89,N/A
7663,The Social Network,120 min,2010,01 Oct 2010,7.7,"569,263",95%,95,"$96,400,000"
7664,The Intouchables,112 min,2011,02 Nov 2011,8.5,"678,477",75%,57,"$13,179,837"
7665,Hitchcock,98 min,2012,14 Dec 2012,6.8,"68,388",60%,55,"$6,002,708"
7666,Remember the Titans,113 min,2000,29 Sep 2000,7.8,"184,312",73%,48,"$114,297,071"
7667,A Beautiful Mind,135 min,2001,04 Jan 2002,8.2,"772,070",74%,72,N/A
7668,The Blind Side,129 min,2009,20 Nov 2009,7.7,"267,725",66%,53,"$255,900,000"
7669,Moneyball,133 min,2011,23 Sep 2011,7.6,"327,263",94%,87,"$75,605,492"
7670,My Week with Marilyn,99 min,2011,23 Dec 2011,7.0,"79,425",83%,65,"$12,600,000"
7671,Rush,123 min,2013,27 Sep 2013,8.1,"394,456",89%,75,"$22,442,876"
7672,Blow,124 min,2001,06 Apr 2001,7.6,"223,253",55%,52,N/A
7673,Catch Me If You Can,141 min,2002,25 Dec 2002,8.1,"717,865",95%,75,"$164,400,000"
7674,The Pursuit of Happyness,117 min,2006,15 Dec 2006,8.0,"406,009",67%,64,"$162,586,036"
7675,American Gangster,157 min,2007,02 Nov 2007,7.8,"367,467",80%,76,"$130,127,620"
7676,127 Hours,94 min,2010,28 Jan 2011,7.6,"324,456",93%,82,"$18,329,466"
7677,The Fighter,116 min,2010,17 Dec 2010,7.8,"316,762",91%,79,"$93,571,803"
7678,The Wolf of Wall Street,180 min,2013,25 Dec 2013,8.2,"1,037,311",78%,75,"$91,330,760"
7679,Casino,178 min,1995,22 Nov 1995,8.2,"413,290",79%,73,N/A
7680,The Aviator,170 min,2004,25 Dec 2004,7.5,"306,763",86%,77,"$102,563,679"
7681,Lovelace,93 min,2013,08 Aug 2013,6.2,"35,991",54%,51,"$300,000"
7682,A Dangerous Method,99 min,2011,10 Nov 2011,6.4,"93,332",78%,76,"$5,702,083"
7683,Behind the Candelabra,118 min,2013,07 Jun 2013,7.0,"37,627",95%,N/A,"$1,631,647"
7684,Amadeus,160 min,1984,19 Sep 1984,8.3,"338,043",93%,88,N/A
7685,In the Name of the Father,133 min,1993,25 Feb 1994,8.1,"141,153",94%,84,N/A
7686,Donnie Brasco,127 min,1997,28 Feb 1997,7.8,"254,539",88%,76,N/A
7687,The Soloist,117 min,2009,24 Apr 2009,6.7,"48,622",57%,61,"$31,670,931"
7688,Soul Surfer,112 min,2011,08 Apr 2011,7.1,"41,498",45%,53,"$43,853,424"
7689,Jobs,128 min,2013,16 Aug 2013,5.9,"88,597",28%,44,"$16,117,443"
7690,The Look of Love,101 min,2013,07 Jul 2013,6.0,"6,269",53%,57,"$217,933"
7691,The Sapphires,103 min,2012,09 Aug 2012,7.0,"12,174",91%,67,"$2,400,000"
7692,Machine Gun Preacher,129 min,2011,02 Nov 2011,6.8,"60,059",27%,43,"$400,000"
7693,Chaplin,143 min,1992,08 Jan 1993,7.6,"49,543",60%,47,N/A
7694,Monster,109 min,2003,30 Jan 2004,7.3,"124,763",81%,74,"$34,187,787"
7695,Finding Neverland,106 min,2004,17 Dec 2004,7.7,"190,806",82%,67,N/A
7696,Cinderella Man,144 min,2005,03 Jun 2005,8.0,"166,310",80%,69,"$61,600,000"
7697,Alpha Dog,122 min,2006,12 Jan 2007,6.9,"95,311",54%,53,"$15,133,185"
7698,Thirteen,100 min,2003,19 Sep 2003,6.8,"75,724",81%,70,"$4,500,238"
7699,Raging Bull,129 min,1980,19 Dec 1980,8.2,"289,232",95%,89,N/A
7700,The Elephant Man,124 min,1980,10 Oct 1980,8.2,"200,700",91%,77,N/A
7701,Elizabeth,124 min,1998,19 Feb 1999,7.5,"85,964",82%,75,N/A
7702,Man on the Moon,118 min,1999,22 Dec 1999,7.4,"116,546",63%,58,N/A
7703,Erin Brockovich,131 min,2000,17 Mar 2000,7.3,"159,030",84%,73,N/A
7704,Ray,152 min,2004,29 Oct 2004,7.7,"127,492",80%,73,"$75,000,000"
7705,Jarhead,125 min,2005,04 Nov 2005,7.0,"162,088",61%,58,"$62,578,105"
7706,Kill the Irishman,106 min,2011,11 May 2012,7.1,"41,434",61%,50,"$1,187,711"
7707,Papillon,151 min,1973,19 Dec 1973,8.0,"112,831",83%,58,N/A
7708,Mask,120 min,1985,22 Mar 1985,7.2,"23,893",93%,73,N/A
